Line;Time;Floating Point Input 1;Floating Point Input 2;Floating Point Input 3;Floating Point Input 4;Floating Point Input 5;
168;1.67;0.32;1.6;1.32;-0.68;-0.32;
169;1.68;0.34;1.7;1.34;-0.66;-0.34;
170;1.69;0.36;1.8;1.36;-0.64;-0.36;
171;1.7;0.38;1.9;1.38;-0.62;-0.38;
172;1.71;0.4;2;1.4;-0.6;-0.4;
173;1.72;0.42;2.1;1.42;-0.58;-0.42;
174;1.73;0.44;2.2;1.44;-0.56;-0.44;
175;1.74;0.46;2.3;1.46;-0.54;-0.46;
176;1.75;0.48;2.4;1.48;-0.52;-0.48;
177;1.76;0.5;2.5;1.5;-0.5;-0.5;
178;1.77;0.52;2.6;1.52;-0.48;-0.52;
179;1.78;0.54;2.7;1.54;-0.46;-0.54;
180;1.79;0.56;2.8;1.56;-0.44;-0.56;
181;1.8;0.58;2.9;1.58;-0.42;-0.58;
182;1.81;0.6;3;1.6;-0.4;-0.6;
183;1.82;0.62;3.1;1.62;-0.38;-0.62;
184;1.83;0.64;3.2;1.64;-0.36;-0.64;
185;1.84;0.66;3.3;1.66;-0.34;-0.66;
186;1.85;0.68;3.4;1.68;-0.32;-0.68;
187;1.86;0.7;3.5;1.7;-0.3;-0.7;
188;1.87;0.72;3.6;1.72;-0.28;-0.72;
189;1.88;0.74;3.7;1.74;-0.26;-0.74;
190;1.89;0.76;3.8;1.76;-0.24;-0.76;
191;1.9;0.78;3.9;1.78;-0.22;-0.78;
192;1.91;0.8;4;1.8;-0.2;-0.8;
193;1.92;0.82;4.1;1.82;-0.18;-0.82;
194;1.93;0.84;4.2;1.84;-0.16;-0.84;
195;1.94;0.86;4.3;1.86;-0.14;-0.86;
196;1.95;0.88;4.4;1.88;-0.12;-0.88;
197;1.96;0.9;4.5;1.9;-0.1;-0.9;
198;1.97;0.92;4.6;1.92;-0.08;-0.92;
199;1.98;0.94;4.7;1.94;-0.06;-0.94;
200;1.99;0.96;4.8;1.96;-0.04;-0.96;
201;2;0.98;4.9;1.98;-0.02;-0.98;
202;2.01;-1;-5;0;-2;1;
