Line;Time;Floating Point Input 1;Floating Point Input 2;Floating Point Input 3;Floating Point Input 4;Floating Point Input 5;
148;1.47;-0.08;0.46;-0.416;0.84;0.2;
149;1.48;-0.06;0.47;-0.412;0.88;0.4;
150;1.49;-0.04;0.48;-0.408;0.92;0.6;
151;1.5;-0.02;0.49;-0.404;0.96;0.8;
152;1.51;0;0.5;-0.4;-1;-1;
153;1.52;0.02;0.51;-0.396;-0.96;-0.8;
154;1.53;0.04;0.52;-0.392;-0.92;-0.6;
155;1.54;0.06;0.53;-0.388;-0.88;-0.4;
156;1.55;0.08;0.54;-0.384;-0.84;-0.2;
157;1.56;0.1;0.55;-0.38;-0.8;0;
158;1.57;0.12;0.56;-0.376;-0.76;0.2;
159;1.58;0.14;0.57;-0.372;-0.72;0.4;
160;1.59;0.16;0.58;-0.368;-0.68;0.6;
161;1.6;0.18;0.59;-0.364;-0.64;0.8;
162;1.61;0.2;0.6;-0.36;-0.6;-1;
163;1.62;0.22;0.61;-0.356;-0.56;-0.8;
164;1.63;0.24;0.62;-0.352;-0.52;-0.6;
165;1.64;0.26;0.63;-0.348;-0.48;-0.4;
166;1.65;0.28;0.64;-0.344;-0.44;-0.2;
167;1.66;0.3;0.65;-0.34;-0.4;0;
168;1.67;0.32;0.66;-0.336;-0.36;0.2;
169;1.68;0.34;0.67;-0.332;-0.32;0.4;
170;1.69;0.36;0.68;-0.328;-0.28;0.6;
171;1.7;0.38;0.69;-0.324;-0.24;0.8;
172;1.71;0.4;0.7;-0.32;-0.2;-1;
173;1.72;0.42;0.71;-0.316;-0.16;-0.8;
174;1.73;0.44;0.72;-0.312;-0.12;-0.6;
175;1.74;0.46;0.73;-0.308;-0.08;-0.4;
176;1.75;0.48;0.74;-0.304;-0.04;-0.2;
177;1.76;0.5;0.75;-0.3;0;0;
178;1.77;0.52;0.76;-0.296;0.04;0.2;
179;1.78;0.54;0.77;-0.292;0.08;0.4;
180;1.79;0.56;0.78;-0.288;0.12;0.6;
181;1.8;0.58;0.79;-0.284;0.16;0.8;
182;1.81;0.6;0.8;-0.28;0.2;-1;
183;1.82;0.62;0.81;-0.276;0.24;-0.8;
184;1.83;0.64;0.82;-0.272;0.28;-0.6;
185;1.84;0.66;0.83;-0.268;0.32;-0.4;
186;1.85;0.68;0.84;-0.264;0.36;-0.2;
187;1.86;0.7;0.85;-0.26;0.4;0;
188;1.87;0.72;0.86;-0.256;0.44;0.2;
189;1.88;0.74;0.87;-0.252;0.48;0.4;
190;1.89;0.76;0.88;-0.248;0.52;0.6;
191;1.9;0.78;0.89;-0.244;0.56;0.8;
192;1.91;0.8;0.9;-0.24;0.6;-1;
193;1.92;0.82;0.91;-0.236;0.64;-0.8;
194;1.93;0.84;0.92;-0.232;0.68;-0.6;
195;1.94;0.86;0.93;-0.228;0.72;-0.4;
196;1.95;0.88;0.94;-0.224;0.76;-0.2;
197;1.96;0.9;0.95;-0.22;0.8;0;
198;1.97;0.92;0.96;-0.216;0.84;0.2;
199;1.98;0.94;0.97;-0.212;0.88;0.4;
200;1.99;0.96;0.98;-0.208;0.92;0.6;
201;2;0.98;0.99;-0.204;0.96;0.8;
202;2.01;-1;-1;-0.2;-1;-1;
